id,name,country_id,playing_role,bating_style,bowling_style,matches,innings,runs,average_score,strike_rate,100s,50,wickets,bowling_avg,bowling_econ,bowling_sr,batting_avg_allround,bowling_avg_allround,wickets_allround,Runs,Ave,HS,BF,SR,Mat,Inns,100,Wkts,Econ,BBI,4,5,span,matches_odi_batting,innings_odi_batting,not_out,runs_odi_batting,high_score,average_score_odi_batting,ball_faced,strike_rate_odi_batting,100s_odi_batting,50_odi_batting,0s,4s,6s,sp,bbi,bbm,bl,bwa,bwe,bwsr,cd,fw,fwk,in,md,mt,ov,pr,tw,wk,Country,Date_Of_Birth
248920,DC Thomas,4,top-order batter,right-hand bat,right-arm medium,21.0,19.0,238.0,14.0,65.38,0.0,0.0,2.0,5.5,9.42,3.5,14.0,5.5,2.0,238.0,5.5,37,364.0,3.5,21.0,19.0,0.0,2.0,9.42,02-Nov,0.0,0.0,2009-2013,21.0,19.0,2.0,238.0,37,14.0,364.0,65.38,0.0,0.0,3.0,19.0,2.0,2009-2013,11-Feb,11-Feb,,5.5,9.42,3.5,11.0,0.0,0.0,1.0,0.0,21.0,1.1,,0.0,2.0,West Indies,12/11/1989
443263,HR Walsh,4,bowler,left-hand bat,legbreak googly,22.0,12.0,155.0,17.22,73.11,0.0,0.0,28.0,31.82,5.41,35.2,17.22,31.82,28.0,31.0,40.0,27,37.0,40.0,5.0,2.0,0.0,4.0,6.0,Mar-36,0.0,0.0,2019-2022,22.0,12.0,3.0,155.0,46*,17.22,212.0,73.11,0.0,0.0,0.0,19.0,1.0,2019-2022,May-39,May-39,,31.82,5.41,35.2,891.0,1.0,1.0,22.0,1.0,22.0,164.4,,0.0,28.0,West Indies,23/04/1992
1325401,A Williams,4,allrounder,right-hand bat,right-arm medium,,,,,,,0.0,,,,,,,,27.0,23.25,13*,46.0,34.3,25.0,6.0,0.0,35.0,4.05,May-22,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,West Indies,21/11/1949
769427,RS Williams,4,wicketkeeper batter,right-hand bat,,,,,,,,31.0,,,,,,,,3717.0,46.47,129*,4546.0,57.4,131.0,127.0,3.0,71.0,4.85,Apr-43,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Leone,01/12/1997
1268281,Zaida James,4,allrounder,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774223,JA Richardson,2,bowler,right-hand bat,right-arm fast,15.0,9.0,93.0,18.6,86.91,0.0,0.0,27.0,29.37,5.87,30.0,18.6,29.37,27.0,68.0,26.33,29,84.0,27.0,12.0,7.0,0.0,24.0,5.85,Apr-26,1.0,0.0,2018-2022,15.0,9.0,4.0,93.0,29,18.6,107.0,86.91,0.0,0.0,0.0,7.0,0.0,2018-2022,26-Apr,26-Apr,,29.37,5.87,30.0,793.0,0.0,1.0,15.0,11.0,15.0,135.0,,0.0,27.0,Australia,20/09/1996
272262,KW Richardson,2,bowler,right-hand bat,right-arm fast-medium,25.0,12.0,75.0,15.0,110.29,0.0,0.0,39.0,31.79,5.67,33.6,15.0,31.79,39.0,51.0,31.2,19,56.0,33.6,22.0,10.0,0.0,34.0,5.56,May-68,0.0,1.0,2013-2020,25.0,12.0,7.0,75.0,24*,15.0,68.0,110.29,0.0,0.0,2.0,7.0,4.0,2013-2020,May-68,May-68,,31.79,5.67,33.6,1240.0,1.0,0.0,25.0,11.0,25.0,218.4,,0.0,39.0,Australia,12/02/1991
826901,DR Sams,2,allrounder,right-hand bat,left-arm fast-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,27/10/1992
420314,M Schutt,2,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267192,SPD Smith,2,middle-order batter,right-hand bat,legbreak googly,139.0,124.0,4917.0,45.11,87.64,12.0,23.0,28.0,34.67,5.41,38.4,45.11,34.67,28.0,3810.0,34.39,164,4414.0,38.2,118.0,104.0,8.0,28.0,5.4,Mar-16,0.0,0.0,2010-2022,139.0,124.0,15.0,4917.0,164,45.11,5610.0,87.64,12.0,29.0,5.0,431.0,47.0,2010-2022,16-Mar,16-Mar,,34.67,5.41,38.4,971.0,0.0,0.0,40.0,1.0,139.0,179.2,,0.0,28.0,Australia,02/06/1989
311592,MA Starc,2,bowler,left-hand bat,left-arm fast,107.0,60.0,469.0,12.34,86.05,0.0,1.0,211.0,22.13,5.08,26.1,12.34,22.13,211.0,348.0,20.99,52*,389.0,25.0,85.0,46.0,0.0,172.0,5.02,Jun-28,11.0,7.0,2010-2022,107.0,60.0,22.0,469.0,52*,12.34,545.0,86.05,0.0,1.0,10.0,34.0,12.0,2010-2022,28-Jun,28-Jun,,22.13,5.08,26.1,4670.0,8.0,12.0,107.0,47.0,107.0,918.1,,0.0,211.0,Australia,30/01/1990
325012,MP Stoinis,2,batting allrounder,right-hand bat,right-arm medium,57.0,52.0,1296.0,28.8,92.63,1.0,6.0,37.0,44.51,5.96,44.7,28.8,44.51,37.0,1050.0,43.81,146*,1143.0,42.8,41.0,38.0,1.0,33.0,6.13,Mar-16,0.0,0.0,2015-2022,57.0,52.0,7.0,1296.0,146*,28.8,1399.0,92.63,1.0,6.0,5.0,109.0,44.0,2015-2022,16-Mar,16-Mar,,44.51,5.96,44.7,1647.0,0.0,0.0,51.0,2.0,57.0,276.0,,0.0,37.0,Australia,16/08/1989
1071705,A Sutherland,2,allrounder,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590326,MJ Swepson,2,bowler,right-hand bat,legbreak,3.0,1.0,2.0,2.0,100.0,0.0,0.0,3.0,53.66,6.11,52.6,2.0,53.66,3.0,,,,,,,,,,,,,,2022-2022,3.0,1.0,0.0,2.0,2,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2022-2022,Feb-53,Feb-53,,53.66,6.11,52.6,161.0,0.0,0.0,3.0,0.0,3.0,26.2,,0.0,3.0,Australia,04/10/1993
230193,MS Wade,2,wicketkeeper batter,left-hand bat,right-arm medium,97.0,83.0,1867.0,26.29,81.59,1.0,10.0,,,,,26.29,,,1777.0,,100*,2164.0,,94.0,80.0,1.0,,,,,,2012-2021,97.0,83.0,12.0,1867.0,100*,26.29,2288.0,81.59,1.0,11.0,5.0,129.0,34.0,2012-2021,,,,,,,,,,,,97.0,,,,,Australia,26/12/1987
219889,DA Warner,2,opening batter,left-hand bat,legbreak,141.0,139.0,6007.0,45.16,95.25,19.0,20.0,0.0,,8.0,,45.16,,0.0,4990.0,,179,5222.0,,116.0,114.0,17.0,0.0,8.0,,0.0,0.0,2009-2022,141.0,139.0,6.0,6007.0,179,45.16,6306.0,95.25,19.0,27.0,3.0,638.0,92.0,2009-2022,,,,,8.0,,8.0,0.0,0.0,1.0,0.0,141.0,1.0,,0.0,0.0,Australia,27/10/1986
381305,A Wellington,2,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379504,A Zampa,2,bowler,right-hand bat,legbreak googly,76.0,35.0,206.0,9.36,62.04,0.0,0.0,127.0,28.66,5.44,31.6,9.36,28.66,127.0,100.0,36.35,22,159.0,38.1,48.0,20.0,0.0,65.0,5.71,Apr-43,1.0,0.0,2016-2022,76.0,35.0,13.0,206.0,36,9.36,332.0,62.04,0.0,0.0,3.0,17.0,1.0,2016-2022,May-35,May-35,,28.66,5.44,31.6,3641.0,1.0,6.0,76.0,10.0,76.0,669.0,,0.0,127.0,Australia,31/03/1992
1194795,M Pathirana,8,bowler,right-hand bat,right-arm medium,,,,,,,1.0,,,,,,,,332.0,48.0,56,383.0,51.0,18.0,14.0,0.0,15.0,5.64,Mar-37,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,18/12/2002
371185,GWHM Perera,8,middle-order batter,left-hand bat,right-arm medium-fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335236,KDU Prabodhani,8,bowler,right-hand bat,left-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826689,Pramod Madushan,8,bowler,right-hand bat,right-arm medium-fast,1.0,1.0,15.0,15.0,28.84,0.0,0.0,1.0,13.0,4.33,18.0,15.0,13.0,1.0,,,,,,,,,,,,,,,1.0,1.0,0.0,15.0,15,15.0,52.0,28.84,0.0,0.0,0.0,2.0,0.0,,13-Jan,13-Jan,,13.0,4.33,18.0,13.0,0.0,0.0,1.0,0.0,1.0,3.0,,0.0,1.0,,
342619,PBB Rajapaksa,8,top-order batter,left-hand bat,right-arm medium,5.0,5.0,89.0,17.8,104.7,0.0,1.0,,,,,17.8,,,,,,,,,,,,,,,,2021-2021,5.0,5.0,0.0,89.0,65,17.8,85.0,104.7,0.0,1.0,3.0,14.0,2.0,2021-2021,,,,,,,,,,,,5.0,,,,,Sri Lanka,24/10/1991
499594,CAK Rajitha,8,bowler,right-hand bat,right-arm medium-fast,16.0,8.0,48.0,24.0,64.0,0.0,0.0,23.0,34.52,6.4,32.3,24.0,34.52,23.0,0.0,42.11,0*,10.0,39.2,9.0,3.0,0.0,9.0,6.44,Feb-17,0.0,0.0,2018-2023,16.0,8.0,6.0,48.0,17*,24.0,75.0,64.0,0.0,0.0,1.0,7.0,0.0,2018-2023,31-Mar,31-Mar,,34.52,6.4,32.3,794.0,0.0,0.0,16.0,3.0,16.0,124.0,,0.0,23.0,Sri Lanka,01/06/1993
429180,OU Ranasinghe,8,bowling allrounder,left-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434844,I Ranaweera,8,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493860,MAA Sanjeewani,8,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321016,EMKNH Senavirathna,8,middle-order batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684561,Tharika Sewwandi,8,bowler,left-hand bat,left-arm medium-fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437316,MD Shanaka,8,allrounder,right-hand bat,right-arm medium,48.0,44.0,1067.0,26.67,94.67,2.0,3.0,15.0,38.2,6.03,38.0,26.67,38.2,15.0,468.0,27.4,68,404.0,28.2,22.0,19.0,0.0,10.0,5.82,May-43,0.0,1.0,2016-2023,48.0,44.0,4.0,1067.0,108*,26.67,1127.0,94.67,2.0,3.0,3.0,88.0,36.0,2016-2023,May-43,May-43,,38.2,6.03,38.0,573.0,1.0,0.0,27.0,0.0,48.0,95.0,,0.0,15.0,Sri Lanka,09/09/1991
683433,M Shehani,8,bowler,right-hand bat,"right-arm medium-fast,right-arm offbreak",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321015,HDRS Silva,8,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138316,M Theekshana,8,bowler,right-hand bat,right-arm offbreak,12.0,7.0,31.0,15.5,43.66,0.0,0.0,13.0,37.76,4.5,50.3,15.5,37.76,13.0,,,,,,,,,,,,,,2021-2022,12.0,7.0,5.0,31.0,11*,15.5,71.0,43.66,0.0,0.0,1.0,1.0,0.0,2021-2022,Apr-37,Apr-37,,37.76,4.5,50.3,491.0,0.0,1.0,12.0,4.0,12.0,109.0,,0.0,13.0,Sri Lanka,01/08/2000
301236,HDRL Thirimanne,8,top-order batter,left-hand bat,right-arm medium-fast,127.0,106.0,3194.0,34.71,72.27,4.0,21.0,3.0,31.33,5.42,34.6,34.71,31.33,3.0,3194.0,31.33,139*,4419.0,34.6,127.0,106.0,4.0,3.0,5.42,Feb-36,0.0,0.0,2010-2019,127.0,106.0,14.0,3194.0,139*,34.71,4419.0,72.27,4.0,21.0,7.0,246.0,25.0,2010-2019,Feb-36,Feb-36,,31.33,5.42,34.6,94.0,0.0,0.0,4.0,0.0,127.0,17.2,,0.0,3.0,Sri Lanka,08/09/1989
955235,N Thushara,8,bowler,right-hand bat,right-arm medium-fast,,,,,,,1.0,,,,,,,,392.0,27.86,54*,424.0,33.5,38.0,27.0,0.0,50.0,4.98,May-47,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,06/08/1994
370040,JDF Vandersay,8,bowler,right-hand bat,legbreak,20.0,12.0,89.0,8.9,41.98,0.0,0.0,25.0,32.08,5.6,34.3,8.9,32.08,25.0,71.0,43.63,25,166.0,44.6,12.0,7.0,0.0,11.0,5.86,Mar-50,0.0,0.0,2015-2023,20.0,12.0,2.0,89.0,25,8.9,212.0,41.98,0.0,0.0,2.0,3.0,0.0,2015-2023,10-Apr,10-Apr,,32.08,5.6,34.3,802.0,0.0,1.0,19.0,5.0,20.0,143.0,,0.0,25.0,Sri Lanka,05/02/1990
442310,PM Weerakkody,8,,left-hand bat,,,,,,,,0.0,,,,,,,,2.0,,2,4.0,,1.0,1.0,0.0,0.0,6.83,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,01/10/1970
1152427,DN Wellalage,8,bowler,left-hand bat,slow left-arm orthodox,9.0,7.0,109.0,18.16,77.3,0.0,0.0,9.0,33.66,5.94,34.0,18.16,33.66,9.0,,,,,,,,,,,,,,,9.0,7.0,1.0,109.0,32,18.16,141.0,77.3,0.0,0.0,1.0,9.0,3.0,,Mar-42,Mar-42,,33.66,5.94,34.0,303.0,0.0,0.0,8.0,0.0,9.0,51.0,,0.0,9.0,Sri Lanka,09/01/2003
941803,Nashra Sandhu,7,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333355,Nida Dar,7,bowling allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238672,Noman Ali,7,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,07/10/1986
941777,Omaima Sohail,7,top-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315572,Sadaf Shamas,7,,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204917,Sadia Iqbal,7,bowler,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062812,Sajid Khan,7,bowling allrounder,right-hand bat,right-arm offbreak,,,,,,,7.0,,,,,,,,786.0,28.76,109,1052.0,50.6,23.0,22.0,1.0,13.0,3.41,Mar-27,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,03/09/1993
227760,Sarfaraz Ahmed,7,wicketkeeper batter,right-hand bat,right-arm offbreak,117.0,91.0,2315.0,33.55,87.85,2.0,11.0,0.0,,7.5,,33.55,,0.0,2302.0,,105,2622.0,,116.0,90.0,2.0,0.0,7.5,,0.0,0.0,2007-2021,117.0,91.0,22.0,2315.0,105,33.55,2635.0,87.85,2.0,11.0,1.0,174.0,12.0,2007-2021,,,,,7.5,,15.0,0.0,0.0,1.0,0.0,117.0,2.0,,0.0,0.0,Pakistan,22/05/1987
652687,Saud Shakeel,7,middle-order batter,left-hand bat,left-arm slow,5.0,4.0,67.0,22.33,66.33,0.0,1.0,1.0,37.0,4.72,47.0,22.33,37.0,1.0,,,,,,,,,,,,,,2021-2022,5.0,4.0,1.0,67.0,56,22.33,101.0,66.33,0.0,1.0,0.0,5.0,0.0,2021-2022,14-Jan,14-Jan,,37.0,4.72,47.0,37.0,0.0,0.0,3.0,0.0,5.0,7.5,,0.0,1.0,Pakistan,05/09/1995
922943,Shadab Khan,7,allrounder,right-hand bat,legbreak,53.0,31.0,596.0,28.38,80.0,0.0,3.0,70.0,31.64,5.09,37.2,28.38,31.64,70.0,337.0,29.66,54,491.0,35.3,43.0,22.0,0.0,59.0,5.02,Apr-28,3.0,0.0,2017-2022,53.0,31.0,10.0,596.0,86,28.38,745.0,80.0,0.0,4.0,3.0,35.0,12.0,2017-2022,28-Apr,28-Apr,,31.64,5.09,37.2,2215.0,0.0,4.0,51.0,10.0,53.0,435.0,,0.0,70.0,Pakistan,04/10/1998
1072470,Shaheen Shah Afridi,7,bowler,left-hand bat,left-arm fast,32.0,16.0,102.0,17.0,68.45,0.0,0.0,62.0,23.87,5.51,25.9,17.0,23.87,62.0,42.0,21.17,19*,64.0,23.1,19.0,8.0,0.0,40.0,5.5,Jun-35,4.0,1.0,2018-2022,32.0,16.0,10.0,102.0,19*,17.0,149.0,68.45,0.0,0.0,2.0,9.0,2.0,2018-2022,Jun-35,Jun-35,,23.87,5.51,25.9,1480.0,2.0,5.0,31.0,15.0,32.0,268.3,,0.0,62.0,Pakistan,06/04/2000
1203995,Shahnawaz Dahani,7,bowler,right-hand bat,right-arm fast-medium,2.0,2.0,4.0,,133.33,0.0,0.0,1.0,73.0,4.56,96.0,,73.0,1.0,,,,,,,,,,,,,,2022-2022,2.0,2.0,2.0,4.0,4*,,3.0,133.33,0.0,0.0,0.0,0.0,0.0,2022-2022,Jan-36,Jan-36,,73.0,4.56,96.0,73.0,0.0,0.0,2.0,0.0,2.0,16.0,,0.0,1.0,Pakistan,05/08/1998
233901,Shan Masood,7,opening batter,left-hand bat,right-arm medium-fast,6.0,6.0,111.0,18.5,75.51,0.0,1.0,,,,,18.5,,,111.0,,50,145.0,,5.0,5.0,0.0,,,,,,2019-2023,6.0,6.0,0.0,111.0,50,18.5,147.0,75.51,0.0,1.0,2.0,12.0,0.0,2019-2023,,,,,,,,,,,,6.0,,,,,Pakistan,14/10/1989
362356,Sidra Ameen,7,opening batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500733,Sidra Nawaz,7,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204959,Tuba Hassan,7,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341174,Umm-e-Hani,7,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647667,Usama Mir,7,bowler,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan,23/12/1995
348152,Usman Qadir,7,bowler,left-hand bat,legbreak,1.0,,,,,,,1.0,48.0,5.33,54.0,,48.0,1.0,,,,,,,,,,,,,,2021-2021,1.0,,,,,,,,,,,,,2021-2021,Jan-48,Jan-48,,48.0,5.33,54.0,48.0,0.0,0.0,1.0,0.0,1.0,9.0,,0.0,1.0,Pakistan,10/08/1993
43685,Yasir Shah,7,bowler,right-hand bat,legbreak googly,25.0,13.0,127.0,18.14,85.23,0.0,0.0,24.0,47.91,5.33,53.8,18.14,47.91,24.0,127.0,47.91,32*,149.0,53.8,25.0,13.0,0.0,24.0,5.33,Jun-26,1.0,1.0,2011-2019,25.0,13.0,6.0,127.0,32*,18.14,149.0,85.23,0.0,0.0,2.0,9.0,1.0,2011-2019,26-Jun,26-Jun,,47.91,5.33,53.8,1150.0,1.0,1.0,24.0,4.0,25.0,215.3,,0.0,24.0,Pakistan,02/05/1986
433614,Zahid Mahmood,7,bowler,right-hand bat,legbreak,4.0,2.0,9.0,9.0,90.0,0.0,0.0,4.0,55.0,6.11,54.0,9.0,55.0,4.0,,,,,,,,,,,,,,2022-2022,4.0,2.0,1.0,9.0,9,9.0,10.0,90.0,0.0,0.0,0.0,0.0,1.0,2022-2022,Feb-59,Feb-59,,55.0,6.11,54.0,220.0,0.0,0.0,4.0,0.0,4.0,36.0,,0.0,4.0,Pakistan,20/03/1988
605661,RD Rickelton,3,wicketkeeper batter,left-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,11/07/1996
318845,RR Rossouw,3,top-order batter,left-hand bat,right-arm offbreak,36.0,35.0,1239.0,38.71,94.36,3.0,7.0,1.0,44.0,5.86,45.0,38.71,44.0,1.0,1239.0,44.0,132,1313.0,45.0,36.0,35.0,3.0,1.0,5.86,Jan-17,0.0,0.0,2014-2016,36.0,35.0,3.0,1239.0,132,38.71,1313.0,94.36,3.0,7.0,5.0,131.0,22.0,2014-2016,17-Jan,17-Jan,,44.0,5.86,45.0,44.0,0.0,0.0,3.0,0.0,36.0,7.3,,0.0,1.0,South Africa,09/10/1989
939229,TS Sekhukhune,3,bowler,left-hand bat,right-arm fast-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379145,T Shamsi,3,bowler,right-hand bat,left-arm wrist-spin,41.0,8.0,18.0,9.0,43.9,0.0,0.0,51.0,35.98,5.53,39.0,9.0,35.98,51.0,0.0,42.0,0*,2.0,46.2,17.0,3.0,0.0,19.0,5.44,Apr-33,1.0,0.0,2016-2023,41.0,8.0,6.0,18.0,9*,9.0,41.0,43.9,0.0,0.0,1.0,1.0,0.0,2016-2023,May-49,May-49,,35.98,5.53,39.0,1835.0,1.0,1.0,38.0,7.0,41.0,331.3,,0.0,51.0,South Africa,18/02/1990
698143,L Sipamla,3,bowler,right-hand bat,right-arm fast-medium,5.0,2.0,14.0,,73.68,0.0,0.0,2.0,86.0,5.67,91.0,,86.0,2.0,,,,,,,,,,,,,,2020-2021,5.0,2.0,2.0,14.0,10*,,19.0,73.68,0.0,0.0,0.0,0.0,0.0,2020-2021,Jan-40,Jan-40,,86.0,5.67,91.0,172.0,0.0,0.0,4.0,1.0,5.0,30.2,,0.0,2.0,South Africa,12/05/1998
503123,A Steyn,3,opening batter,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595978,T Stubbs,3,wicketkeeper batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,14/08/2000
481803,GA Stuurman,3,bowler,right-hand bat,right-arm fast-medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,10/08/1992
453370,CL Tryon,3,allrounder,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939253,D Tucker,3,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337790,HE van der Dussen,3,top-order batter,right-hand bat,legbreak,41.0,35.0,1679.0,67.16,90.31,4.0,7.0,1.0,3.0,3.0,6.0,67.16,3.0,1.0,664.0,,95,811.0,,18.0,14.0,0.0,,,,,,2019-2023,41.0,35.0,10.0,1679.0,134,67.16,1859.0,90.31,4.0,11.0,1.0,117.0,30.0,2019-2023,3-Jan,3-Jan,,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,41.0,1.0,,0.0,1.0,South Africa,07/02/1989
595004,K Verreynne,3,wicketkeeper batter,right-hand bat,right-arm offbreak,12.0,10.0,371.0,41.22,84.51,0.0,4.0,,,,,41.22,,,,,,,,,,,,,,,,2020-2022,12.0,10.0,1.0,371.0,95,41.22,439.0,84.51,0.0,4.0,0.0,25.0,10.0,2020-2022,,,,,,,,,,,,12.0,,,,,South Africa,12/05/1997
379887,LB Williams,3,bowler,left-hand bat,right-arm medium-fast,1.0,,,,,,0.0,1.0,62.0,7.75,48.0,,62.0,1.0,124.0,23.25,41,186.0,34.3,15.0,13.0,0.0,35.0,4.05,May-22,1.0,2.0,,1.0,,,,,,,,,,,,,,Jan-62,Jan-62,,62.0,7.75,48.0,62.0,0.0,0.0,1.0,0.0,1.0,8.0,,0.0,1.0,South Africa,01/10/1993
922481,L Wolvaardt,3,opening batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318842,K Zondo,3,batter,right-hand bat,right-arm offbreak,6.0,6.0,146.0,29.2,63.2,0.0,1.0,,,,,29.2,,,142.0,,54,224.0,,5.0,5.0,0.0,,,,,,2018-2021,6.0,6.0,1.0,146.0,54,29.2,231.0,63.2,0.0,1.0,0.0,8.0,3.0,2018-2021,,,,,,,,,,,,6.0,,,,,South Africa,07/03/1990
550187,Zubayr Hamza,3,batter,right-hand bat,legbreak,1.0,1.0,56.0,56.0,70.88,0.0,1.0,,,,,56.0,,,,,,,,,,,,,,,,2021-2021,1.0,1.0,0.0,56.0,56,56.0,79.0,70.88,0.0,1.0,0.0,5.0,1.0,2021-2021,,,,,,,,,,,,1.0,,,,,,
