id,name,country_id,playing_role,bating_style,bowling_style,matches,innings,runs,average_score,strike_rate,100s,50,wickets,bowling_avg,bowling_econ,bowling_sr,batting_avg_allround,bowling_avg_allround,wickets_allround,Runs,Ave,HS,BF,SR,Mat,Inns,100,Wkts,Econ,BBI,4,5,span,matches_odi_batting,innings_odi_batting,not_out,runs_odi_batting,high_score,average_score_odi_batting,ball_faced,strike_rate_odi_batting,100s_odi_batting,50_odi_batting,0s,4s,6s,sp,bbi,bbm,bl,bwa,bwe,bwsr,cd,fw,fwk,in,md,mt,ov,pr,tw,wk,Country,Date_Of_Birth
1182529,Noor Ahmad,40,bowler,right-hand bat,left-arm wrist-spin,1,1,2,,200,0,0,0,,8,,,,0,,,,,,,,,,,,,,,1,1,1,2,2*,,1,200,0,0,0,0,0,,,,,,8,,32,0,0,1,0,1,4,,0,0,Afghanistan,03-01-2005
914171,Qais Ahmad,40,bowler,right-hand bat,legbreak,1,,,,,,,3,10.66,4.17,15.3,,10.66,3,,,,,,,,,,,,,,2022-2022,1,,,,,,,,,,,,,2022-2022,Mar-32,Mar-32,,10.66,4.17,15.3,32,0,0,1,0,1,7.4,,0,3,Afghanistan,15-08-2000
974087,Rahmanullah Gurbaz,40,wicketkeeper batter,right-hand bat,,15,15,582,41.57,88.31,3,2,,,,,41.57,,,,,,,,,,,,,,,,2021-2022,15,15,1,582,127,41.57,659,88.31,3,2,0,49,25,2021-2022,,,,,,,,,,,,15,,,,,Afghanistan,28-11-2001
533956,Rahmat Shah,40,allrounder,right-hand bat,legbreak googly,88,84,3083,38.06,70.5,5,16,14,36.71,5.81,37.8,38.06,36.71,14,2359,36,114,3366,37.4,73,69,4,14,5.77,May-32,0,1,2013-2022,88,84,3,3083,114,38.06,4373,70.5,5,22,3,265,35,2013-2022,May-32,May-32,,36.71,5.81,37.8,514,1,0,27,2,88,88.2,,0,14,Afghanistan,06-07-1993
793463,Rashid Khan,40,bowling allrounder,right-hand bat,legbreak googly,86,68,1134,20.25,105.29,0,4,163,18.55,4.17,26.6,20.25,18.55,163,905,18.54,60*,906,26.7,71,56,0,133,4.16,Jul-18,4,4,2015-2022,86,68,12,1134,60*,20.25,1077,105.29,0,5,7,96,40,2015-2022,18-Jul,18-Jul,,18.55,4.17,26.6,3024,4,6,81,28,86,724.5,,0,163,Afghanistan,20-09-1998
1061090,Riaz Hassan,40,,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afghanistan,07-11-2002
318339,Samiullah Shinwari,40,allrounder,right-hand bat,legbreak,84,74,1811,29.2,65.49,0,11,46,37.58,4.91,45.8,29.2,37.58,46,1811,37.58,96,2765,45.8,84,74,0,46,4.91,Apr-31,1,0,2009-2019,84,74,12,1811,96,29.2,2765,65.49,0,11,1,137,26,2009-2019,Apr-31,Apr-31,,37.58,4.91,45.8,1729,0,1,65,10,84,351.5,,0,46,Afghanistan,31-12-1987
633362,Sharafuddin Ashraf,40,allrounder,right-hand bat,slow left-arm orthodox,19,11,66,9.42,66,0,0,13,46.53,4.28,65.2,9.42,46.53,13,66,43,21,100,58.7,17,10,0,13,4.39,Mar-29,0,0,2014-2022,19,11,4,66,21,9.42,100,66,0,0,2,3,2,2014-2022,29-Mar,29-Mar,,46.53,4.28,65.2,605,0,0,19,4,19,141.2,,0,13,Afghanistan,10-01-1995
711559,Usman Ghani,40,opening batter,right-hand bat,,17,17,435,25.58,75.25,1,2,1,34,5.36,38,25.58,34,1,411,34,118,520,38,15,15,1,1,5.36,Jan-21,0,0,2014-2022,17,17,0,435,118,25.58,578,75.25,1,2,3,39,10,2014-2022,21-Jan,21-Jan,,34,5.36,38,34,0,0,2,0,17,6.2,,0,1,Afghanistan,20-11-1996
440968,Yamin Ahmadzai,40,bowler,right-hand bat,right-arm medium-fast,9,5,9,3,28.12,0,0,7,43.42,5.36,48.5,3,43.42,7,3,69.5,3*,19,80,4,2,0,2,5.21,Jan-23,0,0,2015-2022,9,5,2,9,5,3,32,28.12,0,0,1,0,0,2015-2022,Feb-34,Feb-34,,43.42,5.36,48.5,304,0,0,8,4,9,56.4,,0,7,Afghanistan,25-07-1992
959759,FH Allen,5,top-order batter,right-hand bat,,17,16,482,30.12,94.14,0,1,,,,,30.12,,,89,90,51,101,90,12,10,0,4,6,Feb-40,0,0,2022-2023,17,16,0,482,96,30.12,512,94.14,0,4,2,64,12,2022-2023,,,,,,,,,,,,17,,,,,New Zealand,22-04-1999
54565,SW Bates,5,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,19/11/1855
499247,B Bezuidenhout,5,top-order batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440516,TA Blundell,5,wicketkeeper batter,right-hand bat,right-arm offbreak,2,2,31,15.5,88.57,0,0,,,,,15.5,,,,,,,,,,,,,,,,2020-2020,2,2,0,31,22,15.5,35,88.57,0,0,0,4,0,2020-2020,,,,,,,,,,,,2,,,,,New Zealand,01-09-1990
277912,TA Boult,5,bowler,right-hand bat,left-arm fast-medium,99,45,191,9.09,77.95,0,0,187,23.97,4.93,29.1,9.09,23.97,187,154,25.06,21*,209,29.7,89,39,0,164,5.05,Jul-34,7,5,2012-2022,99,45,24,191,21*,9.09,245,77.95,0,0,2,19,6,2012-2022,Jul-34,Jul-34,,23.97,4.93,29.1,4484,5,10,99,69,99,908.5,,0,187,New Zealand,22-07-1989
362541,DAJ Bracewell,5,bowler,right-hand bat,right-arm fast-medium,21,14,221,18.41,80.65,0,1,26,32.5,4.99,39,18.41,32.5,26,158,34.69,57,214,40.5,19,12,0,23,5.13,Apr-55,1,0,2011-2022,21,14,2,221,57,18.41,274,80.65,0,1,1,14,7,2011-2022,Apr-55,Apr-55,,32.5,4.99,39,845,0,1,21,18,21,169.2,,0,26,New Zealand,28-09-1990
326968,MG Bracewell,5,batting allrounder,left-hand bat,right-arm offbreak,19,16,510,42.5,118.6,2,0,15,42.26,5.15,49.2,42.5,42.26,15,512,57.09,43,717,74.1,53,43,0,33,4.61,02-Mar,0,0,2022-2023,19,16,4,510,140,42.5,430,118.6,2,0,0,45,24,2022-2023,21-Mar,21-Mar,,42.26,5.15,49.2,634,0,0,19,4,19,123,,0,15,New Zealand,14-02-1991
544558,RM Burns,5,,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169661,EJ Carson,5,bowler,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438563,MS Chapman,5,allrounder,left-hand bat,slow left-arm orthodox,7,7,262,52.4,104.38,2,0,,,,,52.4,,,160,,124*,174,,5,5,1,,,,,,2015-2022,7,7,2,262,124*,52.4,251,104.38,2,0,1,18,10,2015-2022,,,,,,,,,,,,7,,,,,New Zealand,27-06-1994
440517,D Cleaver,5,wicketkeeper batter,right-hand bat,legbreak,1,1,32,32,86.48,0,0,,,,,32,,,,,,,,,,,,,,,,,1,1,0,32,32,32,37,86.48,0,0,0,3,0,,,,,,,,,,,,,1,,,,,New Zealand,01-01-1992
379140,DP Conway,5,wicketkeeper batter,left-hand bat,right-arm medium,18,17,733,45.81,86.54,3,3,,,,,45.81,,,,,,,,,,,,,,,,2021-2023,18,17,1,733,138,45.81,847,86.54,3,3,1,83,11,2021-2023,,,,,,,,,,,,18,,,,,New Zealand,08-07-1991
55395,C de Grandhomme,5,allrounder,right-hand bat,right-arm medium-fast,45,35,742,26.5,106.15,0,3,30,41,4.76,51.6,26.5,41,30,633,43.58,74*,590,54,38,29,0,24,4.84,Mar-26,0,0,2012-2022,45,35,7,742,74*,26.5,699,106.15,0,4,2,58,29,2012-2022,26-Mar,26-Mar,,41,4.76,51.6,1230,0,0,45,10,45,258,,0,30,New Zealand,22-07-1986
231740,SFM Devine,5,batting allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543466,LR Down,5,batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547766,JA Duffy,5,bowler,right-hand bat,right-arm fast-medium,3,1,0,0,0,0,0,7,29.14,7.65,22.8,0,29.14,7,,,,,,,,,,,,,,2022-2023,3,1,0,0,0,0,2,0,0,0,1,0,0,2022-2023,Mar-52,Mar-52,,29.14,7.65,22.8,204,0,0,3,1,3,26.4,,0,7,New Zealand,02-08-1994
493773,LH Ferguson,5,bowler,right-hand bat,right-arm fast,53,25,97,6.92,49.23,0,0,85,31.04,5.66,32.8,6.92,31.04,85,62,25.65,19,125,28.3,36,15,0,67,5.42,May-45,2,1,2016-2023,53,25,11,97,19,6.92,197,49.23,0,0,4,5,1,2016-2023,May-45,May-45,,31.04,5.66,32.8,2639,1,2,53,9,53,465.5,,0,85,New Zealand,13-06-1991
1211545,IC Gaze,5,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438265,ML Green,5,middle-order batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226492,MJ Guptill,5,opening batter,right-hand bat,right-arm offbreak,198,195,7346,41.73,87.29,18,35,4,24.5,5.39,27.2,41.73,24.5,4,6626,24.5,237*,7586,27.2,179,176,16,4,5.39,02-Jun,0,0,2009-2022,198,195,19,7346,237*,41.73,8415,87.29,18,39,16,750,187,2009-2022,06-Feb,06-Feb,,24.5,5.39,27.2,98,0,0,11,0,198,18.1,,0,4,New Zealand,30-09-1986
594654,BM Halliday,5,allrounder,left-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506612,MJ Henry,5,bowler,right-hand bat,right-arm fast-medium,65,25,223,13.11,92.91,0,0,116,25.47,5.2,29.3,13.11,25.47,116,211,26.48,48*,211,29.3,52,21,0,92,5.4,May-30,7,2,2014-2022,65,25,8,223,48*,13.11,240,92.91,0,0,4,19,9,2014-2022,30-May,30-May,,25.47,5.2,29.3,2955,2,10,63,42,65,568,,0,116,New Zealand,14-12-1991
625960,KA Jamieson,5,bowler,right-hand bat,right-arm fast-medium,8,3,34,34,109.67,0,0,11,26.9,4.31,37.4,34,26.9,11,,,,,,,,,,,,,,2020-2022,8,3,2,34,25*,34,31,109.67,0,0,0,2,2,2020-2022,Mar-45,Mar-45,,26.9,4.31,37.4,296,0,0,8,6,8,68.4,,0,11,New Zealand,30-12-1994
439029,HNK Jensen,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208952,FC Jonas,5,bowler,right-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803971,AC Kerr,5,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068933,JM Kerr,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388802,TWM Latham,5,wicketkeeper batter,left-hand bat,right-arm medium,123,113,3467,35.02,85.28,7,15,,,,,35.02,,,2550,,137,3096,,95,88,4,,,,,,2012-2023,123,113,14,3467,145*,35.02,4065,85.28,7,18,10,298,49,2012-2023,,,,,,,,,,,,123,,,,,New Zealand,02-04-1992
1125536,BG Lister,5,bowler,right-hand bat,left-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,01-01-1996
312174,FL Mackay,5,opening batter,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701751,RA Mair,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54537,KJ Martin,5,wicketkeeper batter,right-hand bat,,,,,,,,0,,,,,,,,158,29.85,39,331,38.8,10,8,0,27,4.61,Apr-44,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,11-05-1972
385029,JT McFadyen,5,wicketkeeper,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450860,AF Milne,5,bowler,right-hand bat,right-arm fast,42,17,168,16.8,101.81,0,0,45,37.88,5.32,42.6,16.8,37.88,45,168,38.56,36,165,43.9,40,17,0,41,5.26,Mar-49,0,0,2012-2022,42,17,7,168,36,16.8,165,101.81,0,0,2,11,4,2012-2022,Mar-49,Mar-49,,37.88,5.32,42.6,1705,0,0,41,7,42,320.1,,0,45,New Zealand,13-04-1992
381743,DJ Mitchell,5,allrounder,right-hand bat,right-arm medium,19,16,479,36.84,86.93,1,2,6,23.66,5.68,25,36.84,23.66,6,,,,,,,,,,,,,,2021-2023,19,16,3,479,100*,36.84,551,86.93,1,2,0,40,8,2021-2023,25-Mar,25-Mar,,23.66,5.68,25,142,0,0,7,0,19,25,,0,6,New Zealand,20-05-1991
355269,JDS Neesham,5,batting allrounder,left-hand bat,right-arm medium-fast,71,61,1409,28.18,98.94,0,6,69,33.62,6.06,33.2,28.18,33.62,69,1247,30.74,97*,1260,30,59,50,0,59,6.14,May-31,2,1,2013-2022,71,61,11,1409,97*,28.18,1424,98.94,0,6,2,123,35,2013-2022,27-May,27-May,,33.62,6.06,33.2,2320,2,2,67,6,71,382.3,,0,69,New Zealand,17-09-1990
539511,HM Nicholls,5,top-order batter,left-hand bat,right-arm offbreak,61,59,1652,34.41,81.82,1,9,,,,,34.41,,,1120,,124*,1359,,45,43,1,,,,,,2015-2023,61,59,11,1652,124*,34.41,2019,81.82,1,13,5,153,16,2015-2023,,,,,,,,,,,,61,,,,,New Zealand,15-11-1991
595783,AY Patel,5,bowler,left-hand bat,slow left-arm orthodox,,,,,,,0,,,,,,,,25,24.33,25,29,20,2,1,0,3,7.3,Mar-41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Zealand,21-10-1988
1239671,MM Penfold,5,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823509,GD Phillips,5,wicketkeeper batter,right-hand bat,right-arm offbreak,15,11,312,31.2,90.43,0,1,5,26.2,6.55,24,31.2,26.2,5,,,,,,,,,,,,,,2022-2023,15,11,1,312,63*,31.2,345,90.43,0,1,0,23,12,2022-2023,09-Jan,09-Jan,,26.2,6.55,24,131,0,0,6,0,15,20,,0,5,New Zealand,06-12-1996
468573,GR Adair,29,,right-hand bat,slow left-arm orthodox,,,,,,,0,,,,,,,,117,33.93,32,101,32.2,9,8,0,15,6.3,Apr-19,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,21-04-1994
526441,MR Adair,29,bowling allrounder,right-hand bat,right-arm fast-medium,29,22,261,20.07,105.66,0,0,32,38.03,5.95,38.3,20.07,38.03,32,117,33.93,32,101,32.2,9,8,0,15,6.3,Apr-19,2,0,2019-2023,29,22,9,261,32,20.07,247,105.66,0,0,1,17,14,2019-2023,19-Apr,19-Apr,,38.03,5.95,38.3,1217,0,2,27,10,29,204.2,,0,32,Ireland,27-03-1996
303423,A Balbirnie,29,batter,right-hand bat,right-arm offbreak,89,86,2665,33.31,75.71,8,8,2,34,6.8,30,33.31,34,2,1813,34,145*,2413,30,64,61,5,2,6.8,Jan-26,0,0,2010-2023,89,86,6,2665,145*,33.31,3520,75.71,8,13,5,257,34,2010-2023,26-Jan,26-Jan,,34,6.8,30,68,0,0,3,0,89,10,,0,2,Ireland,28-12-1990
595921,C Campher,29,allrounder,right-hand bat,right-arm medium-fast,19,16,471,31.4,71.9,0,4,15,34.86,5.59,37.4,31.4,34.86,15,,,,,,,,,,,,,,2020-2023,19,16,1,471,68,31.4,655,71.9,0,4,0,41,4,2020-2023,Mar-49,Mar-49,,34.86,5.59,37.4,523,0,0,16,3,19,93.3,,0,15,Ireland,20-04-1999
1229015,A Canning,29,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594992,M Commins,29,batter,left-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,02-01-1997
1229005,A Dalzell,29,,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099379,GJ Delany,29,batting allrounder,right-hand bat,legbreak googly,14,13,159,17.66,89.32,0,0,4,49.5,6.82,43.5,17.66,49.5,4,,,,,,,,,,,,,,2020-2023,14,13,4,159,22,17.66,178,89.32,0,0,1,17,3,2020-2023,10-Jan,10-Jan,,49.5,6.82,43.5,198,0,0,8,0,14,29,,0,4,Ireland,28-04-1997
418420,L Delany,29,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229017,G Dempsey,29,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348034,GH Dockrell,29,allrounder,right-hand bat,slow left-arm orthodox,105,73,928,18.93,77.98,0,2,93,37.73,4.78,47.3,18.93,37.73,93,579,37.38,62*,835,47.5,87,57,0,89,4.71,Apr-24,4,0,2010-2023,105,73,24,928,74,18.93,1190,77.98,0,3,5,76,17,2010-2023,24-Apr,24-Apr,,37.73,4.78,47.3,3509,0,4,94,31,105,733.2,,0,93,Ireland,22-07-1992
961401,ST Doheny,29,opening batter,right-hand bat,,3,2,87,43.5,72.5,0,1,,,,,43.5,,,,,,,,,,,,,,,,,3,2,0,87,84,43.5,120,72.5,0,1,0,7,1,,,,,,,,,,,,,3,,,,,Ireland,20-08-1998
1229023,S Forbes,29,,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eswatini,21-07-1988
303508,SC Getkate,29,allrounder,right-hand bat,right-arm medium-fast,4,2,23,23,100,0,0,7,20.71,4.53,27.4,23,20.71,7,23,20,16*,23,27,3,2,0,6,4.44,Feb-30,0,0,2019-2021,4,2,1,23,16*,23,23,100,0,0,0,2,1,2019-2021,Feb-30,Feb-30,,20.71,4.53,27.4,145,0,0,4,2,4,32,,0,7,Ireland,02-10-1991
1099225,F Hand,29,bowling allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,01-07-1998
379144,GI Hume,29,bowler,left-hand bat,right-arm fast-medium,4,1,7,,63.63,0,0,4,43.75,6.03,43.5,,43.75,4,,,,,,,,,,,,,,,4,1,1,7,7*,,11,63.63,0,0,0,0,0,,Feb-41,Feb-41,,43.75,6.03,43.5,175,0,0,4,0,4,29,,0,4,Ireland,23-11-1990
1229014,A Hunter,29,wicketkeeper batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,England,03/08/1855
571707,TE Kane,29,bowler,right-hand bat,right-arm medium-fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,08-07-1994
418422,SM Kavanagh,29,middle-order batter,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592593,AN Kelly,29,allrounder,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774347,GH Lewis,29,allrounder,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928067,JB Little,29,bowler,right-hand bat,left-arm fast-medium,25,10,26,3.71,66.66,0,0,38,29.36,5.64,31.2,3.71,29.36,38,9,52.4,9,8,43.2,4,2,0,5,7.27,Apr-45,1,0,2019-2023,25,10,3,26,9*,3.71,39,66.66,0,0,3,4,0,2019-2023,Apr-38,Apr-38,,29.36,5.64,31.2,1116,0,3,23,9,25,197.5,,0,38,Ireland,01-11-1999
1094718,L Little,29,,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094720,S MacMahon,29,,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229018,J Maguire,29,bowler,right-hand bat,right-arm medium,,,,,,,0,,,,,,,,42,40.47,14*,71,53.1,23,11,0,19,4.57,Mar-61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,15-09-1956
417381,AR McBrine,29,bowler,left-hand bat,right-arm offbreak,70,46,672,19.76,71.33,0,1,76,32.81,4.42,44.5,19.76,32.81,76,259,35.45,79,356,48.6,42,25,0,42,4.36,Mar-38,0,0,2014-2023,70,46,12,672,79,19.76,942,71.33,0,2,2,60,11,2014-2023,29-May,29-May,,32.81,4.42,44.5,2494,1,2,66,34,70,563.5,,0,76,Ireland,30-04-1993
348059,BJ McCarthy,29,bowler,right-hand bat,right-arm fast-medium,38,26,162,8.1,56.84,0,0,61,29.81,5.77,30.9,8.1,29.81,61,110,26.66,18,201,27.2,27,18,0,51,5.87,May-46,2,1,2016-2021,38,26,6,162,18,8.1,285,56.84,0,0,4,13,1,2016-2021,May-46,May-46,,29.81,5.77,30.9,1819,1,2,38,11,38,315,,0,61,Ireland,13-09-1992
1135028,C Murray,29,bowler,right-hand bat,"legbreak,legbreak",,,,,,,0,,,,,,,,108,,47,178,,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimbabwe,30-03-1998
1229953,C Olphert,29,bowler,right-hand bat,right-arm medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ireland,28-12-1995
1026403,L Paul,29,allrounder,left-hand bat,slow left-arm orthodox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150585,O Prendergast,29,allrounder,right-hand bat,"right-arm medium-fast,right-arm medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792135,C Raack,29,,right-hand bat,legbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094716,Rachel Delaney,29,allrounder,right-hand bat,right-arm offbreak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54945,EAJ Richardson,29,allrounder,right-hand bat,right-arm offbreak,,,,,,,0,,,,,,,,12,27,12,18,33,2,1,0,2,4.9,Feb-39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,24/07/1888
1112535,NA Rock,29,wicketkeeper batter,left-hand bat,,3,2,7,3.5,30.43,0,0,,,,,3.5,,,,,,,,,,,,,,,,2022-2022,3,2,0,7,5,3.5,23,30.43,0,0,0,0,0,2022-2022,,,,,,,,,,,,3,,,,,Ireland,24-09-2000
1005257,Simi Singh,29,bowling allrounder,right-hand bat,"right-arm offbreak,legbreak googly",35,30,593,22.8,72.76,1,0,39,25.92,3.99,38.9,22.8,25.92,39,193,31.5,45,332,47.5,15,14,0,12,3.97,Mar-15,0,0,2017-2022,35,30,4,593,100*,22.8,815,72.76,1,1,2,47,7,2017-2022,10-May,10-May,,25.92,3.99,38.9,1011,1,0,30,19,35,253.1,,0,39,Ireland,04-02-1987
303427,PR Stirling,29,batting allrounder,right-hand bat,right-arm offbreak,142,138,5230,38.74,86.54,13,23,43,45.16,4.77,56.7,38.74,45.16,43,4038,44.23,177,4627,55.6,114,111,8,43,4.77,Jun-55,1,1,2008-2023,142,138,3,5230,177,38.74,6043,86.54,13,26,11,562,121,2008-2023,Jun-55,Jun-55,,45.16,4.77,56.7,1942,1,1,76,8,142,406.5,,0,43,Ireland,03-09-1990
1094717,R Stokell,29,batter,right-hand bat,"right-arm fast-medium,right-arm medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961407,HT Tector,29,middle-order batter,right-hand bat,right-arm offbreak,26,25,1071,53.55,80.7,3,8,2,53.5,6.68,48,53.55,53.5,2,,,,,,,,,,,,,,2020-2023,26,25,5,1071,113,53.55,1327,80.7,3,8,2,85,21,2020-2023,20-Jan,20-Jan,,53.5,6.68,48,107,0,0,3,0,26,16,,0,2,Ireland,06-12-1999
928057,LJ Tucker,29,wicketkeeper batter,right-hand bat,,32,26,483,20.12,71.66,0,1,,,,,20.12,,,94,,56,103,,5,5,0,,,,,,2019-2023,32,26,2,483,83,20.12,674,71.66,0,2,2,31,8,2019-2023,,,,,,,,,,,,32,,,,,Ireland,10-09-1996
8917,MM Ali,1,batting allrounder,left-hand bat,right-arm offbreak,126,100,2154,25.34,100.09,3,5,96,50.31,5.31,56.8,25.34,50.31,96,1766,48.67,128,1697,55.4,101,82,3,84,5.27,Apr-46,1,0,2014-2023,126,100,15,2154,128,25.34,2152,100.09,3,6,6,186,74,2014-2023,Apr-46,Apr-46,,50.31,5.31,56.8,4830,0,1,116,11,126,909,,0,96,England,18-06-1987
8608,JM Anderson,1,bowler,left-hand bat,right-arm fast-medium,194,79,273,7.58,48.66,0,0,269,29.22,4.92,35.6,7.58,29.22,269,273,29.22,28,561,35.6,194,79,0,269,4.92,May-23,11,2,2002-2015,194,79,43,273,28,7.58,561,48.66,0,0,10,23,0,2002-2015,23-May,23-May,,29.22,4.92,35.6,7861,2,11,191,125,194,1597.2,,0,269,England,30-07-1982
669855,JC Archer,1,bowler,right-hand bat,right-arm fast,19,10,27,5.4,71.05,0,0,37,22.72,4.91,27.7,5.4,22.72,37,13,24.73,7*,22,32,14,7,0,23,4.63,Mar-27,0,0,2019-2023,19,10,5,27,8*,5.4,38,71.05,0,0,2,2,0,2019-2023,Jun-40,Jun-40,,22.72,4.91,27.7,841,1,0,19,13,19,171,,0,37,England,01-04-1995
297433,JM Bairstow,1,wicketkeeper batter,right-hand bat,right-arm medium,95,86,3634,46.58,104.12,11,11,,,,,46.58,,,2861,,141*,2749,,74,68,9,,,,,,2011-2022,95,86,8,3634,141*,46.58,3490,104.12,11,15,7,408,89,2011-2022,,,,,,,,,,,,95,,,,,England,26-09-1989
297074,TT Beaumont,1,opening batter,right-hand bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
